platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Instagram,Text,34,233682,8004,734,442,0.0392841553906591
Instagram,Image,108,218713,9442,1786,648,0.05429947008179669
Twitter,Image,114,27790,2575,336,90,0.1079884850665707
Twitter,Video,36,164016,14900,2039,877,0.10862354892205639
Instagram,Image,14,188618,4611,652,507,0.030590929815818214
Facebook,Video,95,138097,11687,1166,958,0.10000941367299797
Facebook,Image,55,227763,8378,647,626,0.04237299297954453
Twitter,Image,12,157584,9288,1793,707,0.0748045486851457
Twitter,Image,55,148979,1558,254,185,0.013404573798991804
Facebook,Text,40,214077,21380,2707,3182,0.1273794008697805
Instagram,Video,110,52196,4097,436,395,0.09441336500881294
Facebook,Video,59,148482,4715,577,554,0.03937177570345227
Facebook,Text,39,177835,12722,700,870,0.08036663199032812
Facebook,Text,40,193646,7048,614,929,0.04436445885791599
Facebook,Text,116,106116,1915,167,142,0.020958196690414262
Twitter,Video,60,141722,6842,799,968,0.060745685214716134
Twitter,Image,40,50826,3315,283,386,0.07838507850312831
Instagram,Text,93,138528,2504,194,280,0.021497458997458998
Instagram,Text,88,295036,16715,2755,964,0.06925934462235117
Instagram,Text,65,284884,16049,2953,1982,0.07365805029415481
Instagram,Image,66,181800,12103,727,407,0.07281078107810782
Facebook,Image,113,14788,473,38,42,0.03739518528536651
Twitter,Text,85,91381,1083,179,125,0.015178209912345017
Twitter,Image,91,114569,4495,774,606,0.05127914182719584
Instagram,Text,29,144223,6615,827,622,0.05591341186911935
Instagram,Image,116,293659,19738,3044,1057,0.08117919083018059
Facebook,Video,68,145059,13594,837,1772,0.11169937749467458
Facebook,Video,64,212168,6005,1065,719,0.036711473926322534
Instagram,Image,61,204281,14679,2567,586,0.08729152490931609
Twitter,Video,117,49767,933,143,124,0.024112363614443307
Twitter,Video,99,117737,3197,599,462,0.03616535158871043
Twitter,Video,74,41644,2324,132,208,0.0639708001152627
Instagram,Text,103,209890,15480,1310,386,0.08183334127400067
Twitter,Image,56,174507,15229,1589,2117,0.10850567599007489
Facebook,Image,60,142128,10936,806,393,0.08538078351908139
Facebook,Image,67,234422,2668,459,272,0.01449949236846371
Instagram,Video,72,223299,15977,2613,1152,0.08841060640665654
Facebook,Text,108,240112,20222,3356,3012,0.11073998800559738
Instagram,Image,24,230209,13190,1235,1836,0.07063581354334539
Twitter,Video,109,185490,17974,2954,2192,0.12464283788883498
Twitter,Text,58,88549,919,62,42,0.011552925498876328
Twitter,Text,5,168585,14107,931,1564,0.09847851232316042
Facebook,Image,113,223015,8950,1231,844,0.04943613658274107
Instagram,Image,94,291804,20000,1146,751,0.07504009540650573
Twitter,Video,102,4639,335,63,41,0.0946324638930804
Instagram,Image,14,91856,3450,342,107,0.04244687336700923
Twitter,Video,27,198684,19786,2405,1634,0.11991403434599666
Facebook,Text,55,75009,1447,248,109,0.024050447279659774
Facebook,Text,117,13622,328,36,40,0.029657906327998824
Instagram,Text,28,123192,11123,1274,840,0.10745015910124034
Facebook,Text,17,21808,451,46,49,0.025036683785766692
Facebook,Image,33,189708,8407,863,690,0.05250173951546588
Instagram,Image,62,290095,22042,2649,2108,0.09238008238680433
Twitter,Video,114,118909,9659,1853,495,0.1009763768932545
Facebook,Video,95,200013,19185,3652,888,0.11861728987615805
Instagram,Video,99,252889,20499,2701,2301,0.10083870789160462
Facebook,Video,47,179148,15408,1824,553,0.09927545939669993
Facebook,Video,14,124522,11884,2034,509,0.11585904498803425
Facebook,Text,35,149417,8939,1359,1272,0.07743429462510959
Facebook,Text,107,134469,5500,1002,291,0.05051721958220854
Instagram,Text,78,19665,1544,246,95,0.0958555809814391
Instagram,Video,92,19560,483,93,49,0.031952965235173825
Instagram,Text,101,293520,4737,866,365,0.02033251567184519
Facebook,Text,18,153929,12418,2213,1150,0.102521292284105
Facebook,Text,103,198340,18953,2060,735,0.10965009579509932
Facebook,Text,113,101042,5033,543,540,0.060529284851843786
Instagram,Image,38,239365,5864,945,236,0.029432038936352434
Facebook,Video,21,154382,8449,528,990,0.06456063530722493
Twitter,Video,25,20328,922,90,81,0.053768201495474226
Facebook,Image,100,175469,7636,1449,962,0.05725797719255253
Twitter,Text,71,171231,11391,1338,483,0.07715892566182525
Facebook,Text,62,123087,3166,286,218,0.029816308789717843
Instagram,Text,83,234598,10379,1260,1350,0.055367053427565455
Facebook,Video,12,184834,16298,1520,2018,0.10731791769912462
Twitter,Video,100,192376,14557,2405,2118,0.0991807709901443
Twitter,Video,42,50998,765,135,37,0.01837326953998196
Facebook,Video,30,122292,6879,1151,619,0.07072416838386812
Twitter,Video,68,66853,1217,88,27,0.01992431154921993
Twitter,Image,34,104304,10031,1007,1459,0.1198132382267219
Instagram,Video,13,194692,6233,511,266,0.03600558831384957
Facebook,Text,36,205001,19256,1086,2649,0.11215067243574421
Facebook,Video,15,157957,13435,2161,1453,0.10793443785333984
Facebook,Image,90,69139,4122,470,584,0.0748636804119238
Twitter,Text,38,73831,2972,271,155,0.04602402784738118
Facebook,Image,109,175220,15281,1468,991,0.1012441502111631
Facebook,Text,22,10103,239,16,9,0.026130852222112245
Instagram,Video,23,281690,7379,1284,552,0.03271326635663318
Instagram,Image,58,260948,7887,564,1129,0.03671229516991891
Instagram,Text,86,151528,9666,973,911,0.07622353624412649
Twitter,Video,41,20228,774,39,57,0.04300968953925252
Facebook,Text,86,214282,21219,2449,1320,0.11661268795325785
Instagram,Image,16,267190,7363,760,706,0.03304390134361316
Instagram,Image,8,221014,18234,2878,2079,0.10493000443410824
Instagram,Image,115,120965,2253,354,164,0.022907452568924895
Facebook,Image,47,80462,3364,187,168,0.046220576172603216
Facebook,Video,31,18930,604,40,58,0.03708399366085578
Facebook,Text,55,116476,11404,2117,770,0.12269480407981043
Twitter,Video,9,82823,1020,172,152,0.016227376453400624
Twitter,Image,10,172581,12934,1402,1000,0.08886262103012499
Instagram,Text,81,256025,8268,619,632,0.03717996289424861
Facebook,Image,91,202494,16809,1497,2170,0.1011190455025828
Instagram,Video,110,83880,3188,474,167,0.045648545541249405
Facebook,Video,60,221626,5951,1141,170,0.03276691362926733
Facebook,Video,93,175827,12725,1811,1666,0.0921473948824697
Facebook,Text,114,186552,6190,334,597,0.038171662592735536
Twitter,Text,72,9293,499,73,26,0.06434951038416012
Twitter,Image,100,70542,1540,295,99,0.027416291003940916
Facebook,Text,48,63528,4778,495,359,0.08865382193678378
Instagram,Text,19,113885,5308,1008,575,0.060508407604162096
Facebook,Video,94,170983,3873,583,313,0.027891661744150004
Facebook,Image,46,148771,11417,895,815,0.08823628260884178
Instagram,Video,15,164506,3175,227,385,0.023020436944549135
Facebook,Image,77,57669,3560,272,104,0.06825157363574884
Instagram,Image,15,284746,18415,2852,1930,0.0814655868739157
Twitter,Text,70,173858,16295,2255,1276,0.11403559226495186
Twitter,Video,113,11952,281,33,17,0.027694109772423026
Instagram,Text,31,121032,8327,745,1170,0.08462224866151101
Twitter,Text,62,163561,7240,1347,876,0.0578560903882955
Twitter,Text,94,34905,1608,131,77,0.05202693023922074
Instagram,Image,76,182996,10094,934,1057,0.06603969485671818
Twitter,Video,25,15381,477,27,60,0.03666861712502438
Facebook,Video,25,213501,10996,1003,1634,0.06385450185245034
Facebook,Text,76,31130,2235,421,247,0.09325409572759397
Instagram,Image,5,35415,1811,141,198,0.06070873923478752
Twitter,Video,106,182200,2519,203,251,0.0163172338090011
Facebook,Video,62,87679,2911,407,73,0.03867516737189065
Facebook,Text,17,232434,9676,1306,929,0.05124465439651686
Twitter,Image,77,117458,4924,376,613,0.05034139862759454
Twitter,Text,96,133460,2307,168,164,0.01977371497077776
Facebook,Video,10,80652,4069,274,391,0.05869662252640976
Facebook,Image,115,153878,11121,1992,1561,0.09536126021913464
Instagram,Text,91,69333,997,147,42,0.017105851470439762
Instagram,Video,116,241388,18727,3614,1057,0.09693108190962269
Facebook,Text,104,113930,10932,818,375,0.10642499780567015
Instagram,Text,62,271996,2948,351,250,0.013047985999794115
Facebook,Text,21,249355,6840,1104,883,0.03539933027210202
Facebook,Image,77,142699,8406,689,643,0.0682415433885311
Instagram,Video,16,194889,5773,881,167,0.03499940992051886
Instagram,Video,90,165120,13014,1575,706,0.0926296027131783
Twitter,Video,119,102286,3896,446,528,0.047611598850282544
Twitter,Video,56,115120,4193,615,387,0.045126824183460736
Twitter,Image,80,78596,792,95,109,0.012672400631075373
Facebook,Text,74,244777,8398,1452,1078,0.04464471743668727
Instagram,Video,112,260878,7719,1463,570,0.037381457999524685
Facebook,Image,77,242787,9927,1373,1016,0.05072759249877465
Instagram,Text,56,275353,6412,609,682,0.027974999364452177
Facebook,Image,41,56482,3587,597,419,0.08149498955419425
Twitter,Image,7,40197,1265,95,80,0.03582356892305396
Twitter,Video,102,79694,6762,434,389,0.0951765503049163
Twitter,Video,12,151148,5382,687,586,0.04402969275147538
Facebook,Text,14,120458,3490,513,441,0.036892526855833566
Instagram,Text,51,124614,1882,329,138,0.01885020944677163
Instagram,Video,45,94484,7236,1398,446,0.09610092714110326
Twitter,Image,68,151151,8424,1524,1072,0.07290722522510602
Twitter,Video,46,147050,2976,590,325,0.026460387623257395
Twitter,Text,47,183810,5499,667,355,0.035476851096240686
Twitter,Image,13,14705,1468,143,130,0.11839510370622237
Instagram,Image,18,114165,9423,1120,1365,0.1043051723382823
Facebook,Image,105,76501,3173,465,372,0.05241761545600711
Facebook,Video,95,13248,779,98,38,0.06906702898550725
Facebook,Video,109,49988,2371,344,138,0.05707369768744499
Facebook,Text,100,92169,1223,223,66,0.016404647983595352
Twitter,Image,8,97039,7770,581,1012,0.09648697946186585
Twitter,Image,6,9461,705,47,72,0.08709438748546665
Twitter,Video,119,160070,7490,934,1065,0.05928031486224777
Facebook,Text,101,146893,12652,2495,402,0.10585255934591846
Twitter,Text,89,21870,1271,74,34,0.06305441243712849
Twitter,Image,5,15410,244,48,26,0.02063595068137573
Instagram,Video,112,92721,3091,603,168,0.04165183723212649
Instagram,Image,79,24133,1244,116,134,0.06190693241619359
Twitter,Video,69,91705,1770,325,201,0.025036802791559894
Instagram,Text,50,290503,17836,912,1062,0.06819206686333704
Instagram,Image,63,197457,4117,486,592,0.02630952561823587
Twitter,Image,79,29400,824,90,99,0.03445578231292517
Twitter,Image,11,36173,3272,606,221,0.11331656207668703
Twitter,Text,70,13179,1317,159,96,0.11928067379922604
Twitter,Image,19,103879,6183,696,699,0.07295025943645973
Facebook,Text,76,195958,12887,1880,767,0.07927208891701283
Facebook,Video,51,38495,3147,334,183,0.0951811923626445
Twitter,Text,94,8487,616,80,62,0.08931306704371392
Instagram,Video,44,19760,522,100,19,0.03243927125506073
Twitter,Text,46,129600,6097,490,909,0.057839506172839505
Twitter,Text,55,93975,5465,649,313,0.06839052939611599
Instagram,Image,39,97465,4129,215,288,0.047524752475247525
Facebook,Text,114,205899,5322,938,261,0.03167086775555005
Twitter,Image,109,31403,2394,152,248,0.08897239117281788
Twitter,Video,45,117625,3281,210,91,0.03045270988310308
Facebook,Video,89,111576,3731,680,524,0.04422994192299419
Facebook,Image,61,4755,170,18,10,0.0416403785488959
Instagram,Video,42,133500,3278,501,460,0.03175280898876404
Facebook,Text,76,170230,14718,2629,779,0.10647946895376843
Facebook,Image,111,74352,4829,512,419,0.0774693350548741
Facebook,Image,100,217208,18490,1649,2040,0.10210949872932858
Instagram,Image,12,203498,11077,835,1103,0.06395640251992649
Facebook,Video,112,79759,4527,638,392,0.06967238806905804
Facebook,Video,78,115133,7535,661,923,0.07920405096714235
Instagram,Text,67,12688,550,79,44,0.05304224464060529
Facebook,Text,91,238876,13064,1274,827,0.06348482057636598
Facebook,Image,8,173556,10278,1050,1165,0.07198253013436585
Instagram,Text,52,195927,18773,1640,2662,0.11777345644040893
Twitter,Video,56,160625,14369,1620,1410,0.10832062256809338
Instagram,Text,42,154651,3345,248,188,0.024448597163936863
Facebook,Video,98,147086,2017,197,240,0.01668411677521994
Facebook,Text,109,51443,3664,610,436,0.0915576463270027
Facebook,Video,91,176033,2539,209,138,0.016394653275238164
Instagram,Video,9,194986,3008,577,210,0.019462935800519013
Facebook,Text,89,122086,2970,368,113,0.028266959356519177
Facebook,Text,74,39397,1641,108,49,0.045637992740564
Instagram,Video,117,248818,12229,2341,1528,0.06469789163163436
Twitter,Image,85,180250,10228,1212,699,0.06734535367545076
Twitter,Text,93,3063,304,40,17,0.11785830884753509
Facebook,Video,28,208438,9311,724,496,0.05052341703528147
Instagram,Text,90,80848,2574,257,76,0.035956362556896895
Facebook,Text,81,159199,9834,1529,1455,0.08051558112802217
Instagram,Text,21,172115,5053,346,342,0.03335560526392238
Instagram,Text,82,115687,10949,1484,452,0.11137811508639692
Twitter,Text,102,128230,4274,658,565,0.04286828355299072
Twitter,Image,94,137141,13589,683,1549,0.11536302054090315
Instagram,Image,87,266252,12694,2229,1347,0.06110752219701636
Facebook,Image,30,131167,10905,637,639,0.09286634595591879
Twitter,Video,7,148676,10161,884,752,0.07934703650891872
Facebook,Image,6,17612,1655,321,214,0.124347036111742
Twitter,Image,96,182174,12076,750,1246,0.07724483186404207
Twitter,Video,6,41170,2565,446,166,0.07716784066067525
Facebook,Image,26,179173,12319,1820,421,0.08126224375324408
Twitter,Text,75,67881,5483,766,751,0.10312163933943225
Twitter,Image,8,170782,15523,2130,2238,0.11647011980185265
Facebook,Image,117,218934,7446,558,844,0.04041400604748463
Twitter,Image,42,124092,3484,523,382,0.03536891983367179
Twitter,Text,107,117764,1541,297,138,0.016779321354573554
Twitter,Text,88,142435,6168,379,902,0.05229753922841998
Facebook,Text,74,137842,11876,1185,1309,0.10424979324153741
Instagram,Text,77,78960,1286,155,38,0.018731003039513677
Facebook,Video,56,14990,876,74,27,0.06517678452301534
Instagram,Text,35,99258,7199,1160,1045,0.09474299300812025
Twitter,Text,30,129640,11060,1695,1577,0.11055229867324899
Instagram,Text,40,37137,2321,157,214,0.07248835393273555
Facebook,Text,30,18573,497,67,23,0.031605018036935335
Facebook,Video,32,150906,14608,1538,1400,0.1162710561541622
Twitter,Image,9,11554,213,17,25,0.0220702786913623
Instagram,Image,119,234726,18592,3295,391,0.09491066179289895
Twitter,Text,78,109804,1953,113,247,0.021064806382281157
Twitter,Text,22,84164,1928,231,155,0.027493940402072144
Facebook,Text,19,187869,17065,2069,1368,0.1091292336681411
Instagram,Image,61,18015,1401,189,107,0.0941992783791285
Instagram,Image,101,64617,2771,220,304,0.05099277279972762
Instagram,Text,9,185664,12529,2263,591,0.08285397276801103
Instagram,Image,41,115041,5884,1146,581,0.06615902156622422
Twitter,Video,108,77195,1234,163,31,0.018498607422760542
Twitter,Text,90,122603,9183,811,1152,0.09091131538379975
Facebook,Text,90,216403,17029,3091,2145,0.10288674371427384
Twitter,Video,26,166653,14900,2953,902,0.11253922821671378
Twitter,Video,56,161989,9501,1532,320,0.07008500577199686
Facebook,Image,19,217722,15367,1537,1801,0.0859123101937333
Facebook,Video,21,140715,6954,593,564,0.05764133176988949
Facebook,Text,55,16269,629,46,88,0.0468990103878542
Twitter,Image,49,20358,957,81,63,0.05408193339227822
Twitter,Video,67,100029,9208,774,1191,0.11169760769376881
Facebook,Image,32,86857,2151,419,50,0.03016452329691332
Facebook,Image,63,134275,4345,636,523,0.04099050456153416
Facebook,Image,90,195830,12642,948,1367,0.07637747025481285
Twitter,Image,25,83254,1703,209,150,0.024767578734955678
Twitter,Video,46,103892,9378,728,1297,0.10975821044931275
Instagram,Text,85,61235,872,122,124,0.018257532456928228
Twitter,Text,73,37304,2908,294,409,0.09679927085567232
Twitter,Video,86,24172,1054,83,102,0.051257653483369185
Twitter,Text,21,75834,1107,95,96,0.017116333043225993
Facebook,Image,72,88731,7618,1152,418,0.10354892878475391
Twitter,Image,11,46857,3169,352,130,0.07791792048146488
Facebook,Image,93,144483,1560,198,144,0.013164178484666016
Instagram,Video,105,274969,9370,1622,368,0.04131374809523983
Instagram,Image,44,101774,4242,629,179,0.04961974571108534
Facebook,Image,44,172814,6745,805,447,0.0462751860381682
Facebook,Video,47,121624,6671,1288,295,0.06786489508649608
Facebook,Image,77,203698,11694,960,996,0.06701096721617296
Twitter,Image,87,191373,8747,816,929,0.05482487080204627
Instagram,Text,55,294295,11730,2190,1298,0.05171001885862825
Facebook,Video,77,46327,2566,456,229,0.07017505990027414
Twitter,Image,27,142324,1853,128,162,0.015057193445940248
Instagram,Image,99,205344,13977,2648,1142,0.08652310269596385
Twitter,Image,36,49368,3186,164,165,0.07119996759034192
Instagram,Image,35,266003,9344,1619,981,0.044901749228392164
Twitter,Text,21,199009,5205,477,548,0.031305116854011626
Instagram,Text,116,20322,336,26,17,0.018649739198897747
Instagram,Text,107,226785,14255,1672,1583,0.07720969199902991
Twitter,Text,62,144263,8829,1629,1161,0.08054040190485433
Facebook,Video,90,171153,9926,1666,965,0.0733671042868077
Instagram,Image,39,60504,5972,1164,210,0.12141346026708978
Facebook,Text,34,178666,10333,1355,646,0.06903383967850626
Twitter,Image,68,59631,4470,565,143,0.08683402928007244
Facebook,Video,57,52239,1053,54,62,0.02237791688202301
Facebook,Image,55,190370,7026,541,334,0.04150338813888743
Facebook,Image,108,248679,8651,1078,796,0.042323638103740166
Facebook,Text,41,107583,6652,1083,499,0.07653625572813548
Facebook,Text,94,231121,9192,1593,1047,0.05119396333522268
Instagram,Video,10,270111,18285,1691,1228,0.07850106067505581
Instagram,Image,38,42018,3029,475,121,0.08627254985958399
Instagram,Text,60,188758,2459,428,124,0.01595164178471906
Twitter,Text,100,157867,10668,1133,970,0.08089721094338906
Facebook,Text,29,192898,3956,610,310,0.02527760785492851
Instagram,Video,119,73774,3826,442,97,0.059167186271586195
Twitter,Image,17,141585,10674,2111,504,0.09385881272733694
Instagram,Text,67,253319,18568,946,1087,0.08132433808754969
Instagram,Image,106,232414,8595,963,982,0.0453501079969365
Facebook,Video,106,70104,2419,216,278,0.04155255049640534
Twitter,Image,70,110818,5498,975,608,0.06389756176794384
Facebook,Text,9,99396,2681,249,338,0.03287858666344722
Facebook,Image,79,199301,19476,2562,2602,0.12363209416912108
Instagram,Image,15,182887,7506,1208,219,0.04884436838047537
Facebook,Video,92,7720,718,89,60,0.11230569948186528
Twitter,Video,82,42725,3919,437,154,0.10555880631948508
Facebook,Image,113,46923,2010,113,132,0.04805745583189481
Facebook,Image,98,208152,6841,365,726,0.038106768130981204
Facebook,Image,108,225212,17876,3460,1755,0.10253006056515639
Instagram,Video,115,217691,6670,977,244,0.03624862764193283
Twitter,Video,48,32029,1822,316,215,0.07346467264041961
Instagram,Image,103,293729,5863,715,717,0.02483581804997123
Instagram,Video,89,63271,2830,252,107,0.0504022379921291
Instagram,Text,73,159970,2724,256,272,0.020328811652184784
Instagram,Video,106,290593,10318,583,1474,0.04258533412711249
Instagram,Video,6,40308,2816,474,90,0.08385432172273494
Twitter,Video,44,198566,19701,2703,815,0.11693341256811338
Facebook,Text,41,219811,7238,883,865,0.040880574675516694
Instagram,Text,53,296203,15579,2770,993,0.06529981127807619
Instagram,Text,102,161520,8128,948,1172,0.06344725111441307
Twitter,Image,79,152780,4059,780,410,0.03435659117685561
Twitter,Image,40,84549,5487,285,454,0.07363777217944624
Facebook,Text,79,137058,10309,2038,658,0.09488683622991727
Twitter,Image,77,124767,2900,499,148,0.02842899164041774
Facebook,Image,74,223925,17497,1806,1828,0.0943664173272301
Instagram,Image,38,57934,4230,589,410,0.09025787965616046
Instagram,Text,62,142557,3957,711,263,0.034589672902768716
Facebook,Video,115,230112,15740,1924,2192,0.08628841607565012
Twitter,Text,41,122094,5546,319,660,0.05344242960342031
Facebook,Text,100,121156,8638,1602,464,0.08834890554326653
Twitter,Image,64,91064,4976,634,709,0.06939075814811561
Instagram,Image,16,278916,3997,526,472,0.017908617648324226
Twitter,Video,113,145603,11768,612,1607,0.0960625811281361
Facebook,Video,36,60564,3634,236,137,0.06616141602271977
Facebook,Video,85,229686,17279,2878,419,0.08958317006696098
Instagram,Video,8,43635,931,107,78,0.025575799243726365
Twitter,Text,110,158991,11910,2378,932,0.09572868904529187
Twitter,Video,37,155972,7366,1136,980,0.06079296283948401
Twitter,Text,47,39394,3227,621,136,0.10113215210438138
Instagram,Image,116,40030,2558,235,59,0.07124656507619286
Twitter,Video,111,69950,2933,224,260,0.04884917798427448
Facebook,Image,13,209961,5915,629,254,0.03237744152485462
Twitter,Image,102,148631,12400,1112,327,0.09310978194320162
Instagram,Text,107,213920,12924,1835,295,0.07037210172026925
Twitter,Video,55,160629,15881,2567,611,0.11865229815288647
Twitter,Text,98,171080,7461,823,513,0.05142038812251578
Facebook,Image,118,148125,10622,674,1433,0.08593417721518988
Twitter,Video,24,174889,11552,623,1373,0.07746627861100469
Facebook,Image,43,106426,7171,593,637,0.07893747768402458
Facebook,Image,27,139065,10614,1696,806,0.0943156078092978
Instagram,Video,45,128652,2897,241,229,0.02617137704816093
Facebook,Video,48,218484,12992,2424,1753,0.07858241335749987
Facebook,Video,39,182453,10184,1504,1163,0.070434577672058
Instagram,Text,27,209819,8566,1535,362,0.0498667899475262
Facebook,Text,62,16515,813,87,115,0.06145927944293067
Instagram,Image,52,152407,8640,1706,1040,0.07470785462609986
Twitter,Video,107,60724,2361,358,57,0.04571503853501087
Instagram,Image,91,269319,9798,1014,835,0.04324611334514089
Facebook,Image,62,5405,413,33,43,0.0904717853839038
Instagram,Image,105,57515,921,165,25,0.019316699991306616
Facebook,Image,61,10341,394,38,25,0.04419301808335751
Twitter,Image,91,157356,10831,613,1129,0.07990162434225577
Instagram,Video,43,164074,4723,433,595,0.03505125735948413
Twitter,Text,32,193524,11902,915,1749,0.07526715032760795
Facebook,Video,68,192749,7169,702,256,0.042163642872336565
Facebook,Video,66,94796,8142,1156,832,0.10686104898940883
Twitter,Video,87,111460,4625,578,629,0.05232370357078773
Instagram,Text,117,86499,2651,415,300,0.03891374466756841
Instagram,Text,116,155013,8945,895,914,0.06937482662744415
Facebook,Text,66,159091,3533,240,169,0.024778271555273398
Twitter,Video,98,148851,12172,901,1533,0.09812497060819209
Twitter,Text,89,20426,1454,246,135,0.08983648291393322
Instagram,Image,92,202386,16058,1038,553,0.0872046485428834
Instagram,Text,89,40927,1878,318,265,0.06013145356366213
Instagram,Video,30,11395,970,79,144,0.10469504168494954
Twitter,Video,55,139046,7566,1148,680,0.06756037570300476
Instagram,Image,54,272294,5043,723,609,0.02341219417247534
Instagram,Text,119,82668,2493,161,238,0.03498330672085934
Facebook,Text,40,52572,3890,583,291,0.09061858023282356
Instagram,Image,30,178883,16220,1899,1187,0.10792529195060459
Instagram,Video,37,89028,1652,257,240,0.024138473289302242
Twitter,Video,104,56497,4959,869,336,0.10910313821972849
Twitter,Text,72,104300,8543,477,715,0.09333652924256951
Facebook,Text,77,25466,1071,157,56,0.05042016806722689
Instagram,Text,12,14550,1048,68,55,0.08048109965635739
Facebook,Text,70,56062,1503,160,99,0.03142948878027898
Twitter,Text,97,37394,3111,161,436,0.09916029309514895
Facebook,Video,27,194103,13424,1332,960,0.08096732147365059
Twitter,Video,74,194622,9632,726,884,0.057763253897298354
Facebook,Video,59,101794,8938,1192,812,0.10749160068373381
Facebook,Video,47,143559,3234,410,309,0.02753571702226959
Instagram,Image,104,60084,5174,874,655,0.11156048199187804
Facebook,Video,114,78809,957,139,131,0.015569287771701202
Instagram,Image,25,167003,12990,2041,612,0.09366897600641905
Instagram,Video,26,84220,5188,331,684,0.07365233911184992
Instagram,Text,13,228356,16602,899,1514,0.08326910613252991
Instagram,Text,38,16366,771,150,108,0.06287425149700598
Facebook,Text,63,123525,10845,1236,1508,0.11001011940902651
Twitter,Image,30,164935,6297,687,444,0.045035923242489465
Twitter,Video,5,161401,5608,309,587,0.040297148096975856
Twitter,Video,104,105293,3912,265,521,0.04461835069757724
Facebook,Image,112,66818,5324,1017,372,0.10046694004609537
Instagram,Image,9,228133,12450,1920,319,0.06438787900040766
Twitter,Image,45,174443,10176,1133,679,0.06872158814053875
Facebook,Image,67,192838,16362,3037,1104,0.10632240533504807
Instagram,Image,26,176313,14987,2075,1871,0.10738289292338057
Twitter,Text,72,3676,90,14,5,0.029651795429815015
Instagram,Video,52,111094,6607,758,899,0.0743874556681729
Twitter,Image,70,138354,2952,338,269,0.025723867759515445
Twitter,Text,20,28222,2488,149,239,0.10190631422294663
Twitter,Image,84,194375,16586,2655,2071,0.10964372990353698
Instagram,Text,57,280520,24248,1572,909,0.09528375873378012
Facebook,Image,90,199201,14628,2408,326,0.08715819699700303
Instagram,Video,111,14431,750,58,20,0.057376481186334975
Twitter,Image,69,35370,1642,143,39,0.05156912637828669
Instagram,Image,83,138009,6289,1180,697,0.059170054126904764
Facebook,Video,68,224113,3576,431,185,0.01870484978559923
Instagram,Video,92,230863,22023,1514,2895,0.11449214469187353
Facebook,Image,72,4067,205,38,27,0.06638800098352594
Facebook,Video,67,81937,7678,904,508,0.11093889207561908
Instagram,Video,66,108556,9675,673,438,0.09935885625852095
Twitter,Text,86,146544,12393,1346,1051,0.10092531935800851
Facebook,Video,85,189087,11902,1647,1500,0.07958770301501425
Instagram,Video,75,96396,1845,192,201,0.023216730984688162
Facebook,Image,118,57654,2257,425,52,0.047420820758316856
Twitter,Image,49,194880,12535,1133,262,0.07147988505747127
Instagram,Text,56,188406,2112,161,73,0.012451832744180122
Instagram,Image,78,221739,3068,255,195,0.015865499528725215
Instagram,Video,69,141268,10028,627,900,0.0817948863153722
Twitter,Video,6,192672,17328,2042,2188,0.11188963627304435
Facebook,Video,53,221124,19229,3494,741,0.10611240751795373
Instagram,Image,26,215489,5415,518,215,0.028530458631299046
Facebook,Video,100,33593,3090,274,408,0.11228529753222398
Facebook,Video,33,113423,8242,1447,1154,0.09559789460691394
Twitter,Text,39,67059,4993,478,457,0.08839976736903324
Instagram,Text,85,112041,4186,508,510,0.0464472826911577
Facebook,Text,80,204867,15250,833,984,0.08330770695133916
Instagram,Image,28,226458,16730,1556,2392,0.09131052998790062
Instagram,Video,98,298737,18975,1320,2611,0.07667613988223755
Twitter,Video,112,143533,6050,398,789,0.05042046079995541
Instagram,Video,34,98220,8151,935,176,0.09429851354103035
Instagram,Text,88,40690,3840,351,338,0.11130498894077169
Facebook,Video,46,98360,8684,651,203,0.0969703131354209
Twitter,Video,75,70923,2260,286,244,0.039338437460344315
Instagram,Video,110,26826,1344,225,58,0.0606501155595318
Facebook,Video,54,123240,5030,805,518,0.051549821486530346
Twitter,Video,106,147625,10876,952,356,0.08253344623200677
Twitter,Image,75,55165,4679,418,553,0.10242001268920511
Facebook,Video,64,60454,1778,284,203,0.03746650345717405
Facebook,Image,117,9959,948,126,19,0.10974997489707802
Facebook,Video,34,45715,3243,523,398,0.09108607678005032
Facebook,Image,16,163451,4848,243,200,0.03237055753712122
Facebook,Video,53,156746,6802,429,232,0.04761206027586031
Instagram,Video,99,145631,2827,481,240,0.02436294470270753
Instagram,Video,86,37252,2374,421,229,0.08117684956512403
Twitter,Video,50,28104,708,71,23,0.028536863079988612
Instagram,Text,47,70669,5114,990,304,0.09067625125585475
Instagram,Video,6,142679,10893,1037,795,0.08918621521036733
Instagram,Image,101,81639,4338,796,618,0.07045652200541408
Facebook,Text,79,45973,847,95,44,0.021447371283144456
Twitter,Text,102,128142,8326,1117,448,0.07718780727630285
Twitter,Video,84,162930,7087,1038,749,0.05446510771496962
Twitter,Image,58,172439,16462,1151,1885,0.11307186889276788
Twitter,Image,39,101364,5695,316,121,0.06049485024268971
Instagram,Text,56,195923,3233,368,120,0.018992155081332972
Instagram,Image,37,84584,5687,421,378,0.07668116901541663
Facebook,Video,89,98959,7930,1049,810,0.09891975464586344
Twitter,Video,88,151642,3706,437,138,0.028230965036071802
Instagram,Video,76,172010,8671,592,575,0.05719434916574618
